
0,0,10,13,3,4,LEFT,84,92,26,219,-1,-1,-1,,0,NEUTRAL,,0,0
1,1,50,29,3,4,UP,100,108,30,215,-1,-1,-1,,1,NEUTRAL,,1,0
2,2,220,81,3,3,DOWN,112,120,26,203,-1,73,-1,,2,NEUTRAL,,2,0
3,3,270,100,2,3,LEFT,97,105,35,198,-1,-1,-1,,3,NEUTRAL,,3,0
5,5,180,54,3,3,RIGHT,76,68,21,207,-1,-1,-1,,5,LEFT,,5,57
6,6,270,90,3,3,RIGHT,40,32,21,198,-1,-1,-1,,6,LEFT,,6,45
7,7,300,102,3,3,RIGHT,28,20,22,195,76,-1,-1,,7,RIGHT,,7,45
7,7,470,154,3,2,LEFT,92,32,28,183,-1,50,175,,7,DOWN,,7,18
7,7,500,166,3,2,LEFT,104,20,25,180,-1,44,163,,7,RIGHT,,7,24
7,7,530,178,3,2,LEFT,116,32,28,177,-1,38,151,,7,UP,,7,24
7,7,560,190,3,2,UP,104,44,17,174,-1,32,139,,7,UP,,7,18
7,7,620,214,3,2,RIGHT,80,44,12,168,-1,52,115,,7,RIGHT,,7,6
7,7,650,226,3,2,UP,68,56,15,165,-1,38,103,,7,LEFT,,7,2
7,7,650,262,3,2,LEFT,80,92,5,165,-1,20,67,,7,UP,,7,16
7,7,650,274,3,2,UP,68,104,16,165,-1,14,55,,7,DOWN,,7,22
7,7,660,286,3,2,UP,56,116,19,164,-1,8,43,,7,LEFT,,7,34
7,7,730,314,3,2,UP,52,144,33,157,-1,30,15,,7,LEFT,,7,34
7,7,760,326,3,2,LEFT,64,156,32,154,-1,28,3,,7,DOWN,,7,61
7,7,830,354,3,2,LEFT,92,128,11,147,69,-1,-1,,7,UP,,7,51
7,7,900,382,3,2,UP,85,145,29,140,49,-1,-1,,7,DOWN,,7,43
7,7,1070,434,3,1,RIGHT,73,133,17,128,-1,28,183,,7,UP,,7,14
7,7,1090,446,3,1,RIGHT,85,145,15,126,-1,46,171,,7,LEFT,,7,10
7,7,1120,458,3,1,RIGHT,76,157,14,123,-1,47,159,,7,DOWN,,7,10
7,7,1140,470,3,1,RIGHT,64,156,12,121,-1,31,147,,7,UP,,7,52
7,7,1140,482,3,1,RIGHT,52,144,20,121,-1,13,135,,7,RIGHT,,7,58
7,7,1170,494,3,1,RIGHT,40,132,28,118,-1,5,123,,7,LEFT,,7,203
7,7,1400,506,3,1,RIGHT,28,120,30,115,-1,11,111,,7,RIGHT,,7,157
7,7,1430,518,3,1,RIGHT,16,108,26,112,-1,13,-1,,7,UP,,7,151
7,7,2190,570,3,0,DOWN,-1,120,16,101,-1,118,163,,7,LEFT,,7,0
7,7,2190,582,3,0,LEFT,-1,132,15,101,-1,124,151,,7,RIGHT,,7,0
7,7,2190,594,3,0,LEFT,-1,144,10,101,27,130,139,,7,RIGHT,,7,0
7,7,2190,606,3,0,LEFT,-1,156,7,101,27,136,127,,7,UP,,7,0
7,7,2190,618,3,0,LEFT,-1,157,10,101,27,131,115,,7,UP,,7,0
36,36,40,135,1,4,LEFT,60,68,22,216,-1,-1,-1,,36,DOWN,,36,18
36,36,130,171,1,4,RIGHT,24,32,24,207,-1,-1,-1,,36,UP,,36,12
36,36,160,183,1,4,UP,36,44,17,204,-1,-1,-1,,36,RIGHT,,36,6
36,36,10,15,3,4,LEFT,84,92,26,219,-1,-1,-1,,36,DOWN,,36,25
37,37,40,27,3,4,DOWN,72,80,14,216,-1,-1,-1,,37,RIGHT,,37,25
39,39,170,100,3,4,DOWN,97,105,29,203,55,-1,-1,,39,UP,,39,18
39,39,330,172,3,4,RIGHT,36,44,32,187,55,-1,-1,,39,LEFT,,39,49
39,39,360,184,3,4,RIGHT,24,32,24,184,55,-1,-1,,39,DOWN,,39,43
39,39,530,236,3,3,LEFT,88,4,18,172,-1,37,171,,39,UP,,39,10
39,39,580,260,3,3,UP,96,28,16,167,-1,47,147,,39,RIGHT,,39,0
39,39,580,272,3,3,RIGHT,97,40,12,167,-1,55,135,,39,DOWN,,39,0
39,39,580,324,3,3,LEFT,88,4,13,167,-1,31,83,,39,UP,,39,0
39,39,580,348,3,3,UP,96,28,16,167,-1,67,59,,39,LEFT,,39,0
39,39,580,360,3,3,LEFT,84,40,17,167,-1,61,47,,39,LEFT,,39,0
39,39,580,372,3,3,LEFT,72,44,20,167,-1,55,35,,39,UP,,39,0
39,39,640,492,3,3,RIGHT,96,76,5,161,26,-1,-1,,39,DOWN,,39,18
39,39,650,516,3,3,RIGHT,96,52,14,160,26,-1,-1,,39,RIGHT,,39,0
39,39,730,585,2,3,DOWN,88,4,13,152,-1,-1,-1,,39,LEFT,,39,66
39,39,850,633,2,3,LEFT,40,4,21,140,-1,-1,-1,,39,UP,,39,32
39,39,1070,903,1,3,UP,72,92,9,118,-1,-1,-1,,39,RIGHT,,39,0
53,53,20,7,3,4,DOWN,76,68,28,218,-1,-1,-1,,53,UP,,53,42
56,56,260,103,3,4,UP,60,68,17,194,15,-1,-1,,56,DOWN,,56,25
